Record Type,Record ID,Feature,Journey,Source Path,Source Line,Layer,Contract or Storage,Visible State,Native Status,Native Target,Owner,Phase,Acceptance,Next Action,Evidence,Notes
NativeGap,NG-068,Cross-cutting,JRN-068,lib/screens/maintenance_screen.dart,5,Native gap,N/A,N/A,Partial — evidence refresh required,feature/auth/src/main/java/ir/coffevista/vista_native/features/startup/MaintenanceScreen.kt:18,AUTH-02,AUTH-02,MaintenanceScreen closes its recorded Native gap and passes targeted parity checks.,Continue AUTH-02 for MaintenanceScreen; collect targeted evidence.,lib/screens/maintenance_screen.dart:5 + feature/auth/src/main/java/ir/coffevista/vista_native/features/startup/MaintenanceScreen.kt:18,Gap=Implementation exists; current-HEAD runtime/visual matrix and exit behavior remain to be revalidated.; Category=C — canonical phase transfer; Blocker=Current runtime/visual evidence is stale relative to dirty integration state.; Change=None
NativeGap,NG-069,Cross-cutting,JRN-069,lib/utils/widgets.dart,1673,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — no canonical shared viewer,QA-01,QA-01,FullScreenImageViewer is implemented end-to-end with its mapped Flutter states.,Continue QA-01 for FullScreenImageViewer; collect targeted evidence.,lib/utils/widgets.dart:1673 + Missing,Gap=Dedicated shared/chat fullscreen media viewer parity is not implemented.; Category=C — canonical phase transfer; Blocker=Depends on MEDIA-01/CHAT-02 media pipeline and visual gesture contract.; Change=None
NativeGap,NG-070,Cross-cutting,JRN-070,lib/widgets/invalid_route_screen.dart,5,Native gap,N/A,N/A,Partial — evidence refresh required,app/src/main/java/ir/coffevista/vista_native/navigation/DeferredDestinationScreen.kt:46,AUTH-02,AUTH-02,InvalidRouteScreen closes its recorded Native gap and passes targeted parity checks.,Continue AUTH-02 for InvalidRouteScreen; collect targeted evidence.,lib/widgets/invalid_route_screen.dart:5 + app/src/main/java/ir/coffevista/vista_native/navigation/DeferredDestinationScreen.kt:46,Gap=Controlled deep-link failure exists; Flutter invalid-route copy/visual parity is not proven.; Category=C — canonical phase transfer; Blocker=Requires INT-01-CLOSE navigation/runtime/visual fixture.; Change=None
NativeGap,NG-071,Cross-cutting,JRN-071,lib/widgets/ReelsScreen.dart,13,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,ReelsScreen is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for ReelsScreen; collect targeted evidence.,lib/widgets/ReelsScreen.dart:13 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-072,Cross-cutting,JRN-072,lib/widgets/YourVideoTrimmerPage.dart,7,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,SLICE-01D / MEDIA-01,SLICE-01D / MEDIA-01,YourVideoTrimmerPage is implemented end-to-end with its mapped Flutter states.,Continue SLICE-01D / MEDIA-01 for YourVideoTrimmerPage; collect targeted evidence.,lib/widgets/YourVideoTrimmerPage.dart:7 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-073,Startup,JRN-073,lib/app/app_runner.dart,116,Native gap,N/A,N/A,Partial — evidence/compatibility gates open,feature/auth/src/main/java/ir/coffevista/vista_native/features/startup/StartupScreen.kt:33,AUTH-02,AUTH-02,Cold/warm app startup and deferred initialization closes its recorded Native gap and passes targeted parity checks.,Continue AUTH-02 for Cold/warm app startup and deferred initialization; collect targeted evidence.,lib/app/app_runner.dart:116-224 + feature/auth/src/main/java/ir/coffevista/vista_native/features/startup/StartupScreen.kt:33,"Gap=Startup resolver/UI exists; current-HEAD runtime, API24 and complete banned/notification matrix remain open.; Category=C — canonical phase transfer; Blocker=API24 compatibility and integrated runtime evidence are not current.; Change=None"
NativeGap,NG-074,Auth,JRN-074,lib/features/auth/widgets/session_auth_wrapper.dart,45,Native gap,N/A,N/A,Partial — AUTH-02 extension required,feature/auth/src/main/java/ir/coffevista/vista_native/features/auth/SessionRefreshCoordinator.kt:19,AUTH-02,AUTH-02,"Session restoration, refresh, password/profile gates closes its recorded Native gap and passes targeted parity checks.","Continue AUTH-02 for Session restoration, refresh, password/profile gates; collect targeted evidence.",lib/features/auth/widgets/session_auth_wrapper.dart:45 + feature/auth/src/main/java/ir/coffevista/vista_native/features/auth/SessionRefreshCoordinator.kt:19,Gap=Refresh/session restoration exists; mandatory password/profile completion branches are incomplete.; Category=C — canonical phase transfer; Blocker=Missing typed destinations and end-to-end fixtures for mandatory gates.; Change=None
NativeGap,NG-075,Startup,JRN-075,lib/app/app_runner.dart,154,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/DeepLinkCoordinator.kt:64 — generic pending destination only,DISC-01A,DISC-01A,Notification cold-launch destination is implemented end-to-end with its mapped Flutter states.,Continue DISC-01A for Notification cold-launch destination; collect targeted evidence.,lib/app/app_runner.dart:154 + Missing,Gap=Notification feature/channel/payload/action/killed-state destination is incomplete.; Category=C — canonical phase transfer; Blocker=DISC-01A requires FCM permission/channel/action integration and lifecycle tests.; Change=None
NativeGap,NG-076,Services,JRN-076,lib/services/deep_link_service.dart,45,Native gap,N/A,N/A,Partial — destination coverage open,app/src/main/java/ir/coffevista/vista_native/navigation/DeepLinkCoordinator.kt:64,INT-01-CLOSE,INT-01-CLOSE,Deep-link dispatch and post-login replay closes its recorded Native gap and passes targeted parity checks.,Continue INT-01-CLOSE for Deep-link dispatch and post-login replay; collect targeted evidence.,lib/services/deep_link_service.dart:45 + app/src/main/java/ir/coffevista/vista_native/navigation/DeepLinkCoordinator.kt:64,Gap=Parser/pending replay foundation exists; destinations for unimplemented features remain deferred.; Category=C — canonical phase transfer; Blocker=Each deferred destination depends on its canonical feature route.; Change=None
NativeGap,NG-077,Share,JRN-077,lib/features/share/share_target_screen.dart,27,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — no share target feature,MEDIA-01,MEDIA-01,Android inbound share handoff is implemented end-to-end with its mapped Flutter states.,Continue MEDIA-01 for Android inbound share handoff; collect targeted evidence.,lib/features/share/share_target_screen.dart:27 + Missing,"Gap=Inbound SEND/SEND_MULTIPLE handling, URI grants, temp-file ownership and composer handoff are missing.; Category=C — canonical phase transfer; Blocker=Depends on MEDIA-01 composer/upload foundation and manifest/runtime intent matrix.; Change=None"
NativeGap,NG-078,Home,JRN-078,lib/features/home/screens/homeScreen.dart,54,Native gap,N/A,N/A,Partial — integration gate open,feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:84,INT-01-CLOSE,INT-01-CLOSE,Home tab selection and custom Back closes its recorded Native gap and passes targeted parity checks.,Continue INT-01-CLOSE for Home tab selection and custom Back; collect targeted evidence.,lib/features/home/screens/homeScreen.dart:54 + feature/shell/src/main/java/ir/coffevista/vista_native/features/shell/VistaShell.kt:84,Gap=Five-tab shell/back foundation exists; Services/Chat remain placeholders and final restoration/visual gates are open.; Category=C — canonical phase transfer; Blocker=INT-01-CLOSE plus Services/Chat canonical feature dependencies.; Change=None
NativeGap,NG-079,Posts,JRN-079,lib/features/posts/screens/ExploreFeedScreen.dart,69,Native gap,N/A,N/A,Partial — dirty WIP/evidence open,feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/FeedScreen.kt:81,SLICE-01D,SLICE-01D,"Feed refresh, pagination and append retry closes its recorded Native gap and passes targeted parity checks.","Continue SLICE-01D for Feed refresh, pagination and append retry; collect targeted evidence.",lib/features/posts/screens/ExploreFeedScreen.dart:69 + feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/FeedScreen.kt:81,Gap=Feed/cache/paging implementation exists; current dirty engagement work and visual state matrix remain unverified.; Category=C — canonical phase transfer; Blocker=Overlaps user-owned Feed WIP; ownership and targeted tests/visual evidence are required.; Change=None
NativeGap,NG-080,Posts,JRN-080,lib/features/posts/screens/ExploreFeedScreen.dart,1086,Native gap,N/A,N/A,Unverified WIP — do not claim complete,feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/FeedViewModel.kt:1 — dirty WIP,SLICE-01D,SLICE-01D,"Post like/save optimistic mutation passes targeted contract, runtime, and visual parity checks.",Continue SLICE-01D for Post like/save optimistic mutation; collect targeted evidence.,lib/features/posts/screens/ExploreFeedScreen.dart:1086 + feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/FeedViewModel.kt:1 — dirty WIP,Gap=Like/save mutation is present only in unverified user-owned dirty work.; Category=C — dirty-work conflict transfer; Blocker=Existing changes span API/DTO/repository/DAO/ViewModels/UI/tests and cannot be safely owned by P01.; Change=External-WIP
NativeGap,NG-081,Posts,JRN-081,lib/features/posts/screens/PostDetailPage.dart,31,Native gap,N/A,N/A,Unverified WIP — do not claim complete,feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/CommentsBottomSheet.kt:32 — untracked dirty WIP,SLICE-01D,SLICE-01D,"Comments list/reply/edit/delete/report passes targeted contract, runtime, and visual parity checks.",Continue SLICE-01D for Comments list/reply/edit/delete/report; collect targeted evidence.,lib/features/posts/screens/PostDetailPage.dart:31 + feature/feed/src/main/java/ir/coffevista/vista_native/features/feed/ui/CommentsBottomSheet.kt:32 — untracked dirty WIP,Gap=Basic comments UI/data files exist as unverified WIP; reply/edit/report/mentions/paging parity is not proven.; Category=C — dirty-work conflict transfer; Blocker=Untracked and tracked user-owned Feed changes overlap the complete comments slice.; Change=External-WIP
NativeGap,NG-082,Posts,JRN-082,lib/features/posts/screens/profileScreen.dart,65,Native gap,N/A,N/A,Partial — evidence refresh required,feature/profile/src/main/java/ir/coffevista/vista_native/features/profile/ui/OtherUserProfileScreen.kt:43,SLICE-01D,SLICE-01D,Profile follow/unfollow/request/private closes its recorded Native gap and passes targeted parity checks.,Continue SLICE-01D for Profile follow/unfollow/request/private; collect targeted evidence.,lib/features/posts/screens/profileScreen.dart:65 + feature/profile/src/main/java/ir/coffevista/vista_native/features/profile/ui/OtherUserProfileScreen.kt:43,Gap=Optimistic follow flow exists; requested/private/error visual/runtime states require current evidence.; Category=C — canonical phase transfer; Blocker=VFP-02 comparable fixtures and current integration evidence are incomplete.; Change=None
NativeGap,NG-083,Search,JRN-083,lib/features/search/screens/searchPage.dart,25,Native gap,N/A,N/A,Partial — DISC-01A extension required,feature/search/src/main/java/ir/coffevista/vista_native/features/search/ui/SearchScreens.kt:87,DISC-01A,DISC-01A,Search query/debounce/history/QR closes its recorded Native gap and passes targeted parity checks.,Continue DISC-01A for Search query/debounce/history/QR; collect targeted evidence.,lib/features/search/screens/searchPage.dart:25 + feature/search/src/main/java/ir/coffevista/vista_native/features/search/ui/SearchScreens.kt:87,Gap=Search users/hashtags/posts/history exists; QR and exhaustive navigation/runtime/visual parity remain open.; Category=C — canonical phase transfer; Blocker=QR destination and uncontaminated runtime/visual evidence are missing.; Change=None
NativeGap,NG-084,Stories,JRN-084,lib/features/stories/presentation/screens/story_creation_screen.dart,19,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,STORY-01,STORY-01,Story create/edit/upload is implemented end-to-end with its mapped Flutter states.,Continue STORY-01 for Story create/edit/upload; collect targeted evidence.,lib/features/stories/presentation/screens/story_creation_screen.dart:19 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
NativeGap,NG-085,Stories,JRN-085,lib/features/stories/presentation/screens/story_player_screen.dart,33,Native gap,N/A,N/A,Missing — transferred,app/src/main/java/ir/coffevista/vista_native/navigation/AppRoute.kt:24 — controlled DeferredFeature only,STORY-01,STORY-01,Story player/reply/reaction/report is implemented end-to-end with its mapped Flutter states.,Continue STORY-01 for Story player/reply/reaction/report; collect targeted evidence.,lib/features/stories/presentation/screens/story_player_screen.dart:33 + Missing,Gap=No dedicated Native destination/data/domain/UI implementation exists.; Category=C — canonical phase transfer; Blocker=Feature scope is larger than a low-risk P01 correction and requires its canonical dependency/test/visual gates.; Change=None
